,price,condition,num_reviews,pos_feedback_pct,return_days,model,capacity,release_year
0,237.99,1.0,30470.0,99.9,2.0,10,78.54110612855007,2016
1,149.99,2.0,2703.0,97.2,2.0,11,64.0,2017
2,149.99,1.0,13103.0,96.3,2.0,11,64.0,2017
3,107.99,1.0,13103.0,96.3,2.0,10,32.0,2016
4,209.95,3.0,332288.0,98.4,3.0,12,64.0,2017
5,309.99,3.0,67602.0,98.9,3.0,15,64.0,2019
6,229.99,3.0,67602.0,98.9,3.0,13,64.0,2018
7,209.95,3.0,332288.0,98.4,3.0,12,64.0,2017
8,309.99,3.0,67602.0,98.9,3.0,15,64.0,2019
9,229.99,3.0,67602.0,98.9,3.0,13,64.0,2018
10,234.99,3.0,67602.0,98.9,3.0,14,64.0,2018
11,319.99,2.0,67602.0,98.9,2.0,15,64.0,2019
12,204.99,2.0,67602.0,98.9,2.0,13,64.0,2018
13,144.95,3.0,332288.0,98.4,3.0,11,64.0,2017
14,234.95,3.0,332288.0,98.4,3.0,12,256.0,2017
15,234.99,3.0,67602.0,98.9,3.0,14,64.0,2018
16,299.99,1.0,119431.0,99.3,2.0,15,64.0,2019
17,204.99,2.0,67602.0,98.9,2.0,13,64.0,2018
18,669.99,1.0,39862.0,99.2,2.0,17,128.0,2021
19,144.95,3.0,332288.0,98.4,3.0,11,64.0,2017
20,149.89,1.0,56112.0,98.9,2.0,11,64.0,2017
21,259.0,4.0,60971.0,100.0,2.0,11,256.0,2017
22,395.0,1.0,5146.0,99.3,2.0,15,128.0,2019
23,219.0,4.0,60971.0,100.0,2.0,11,64.0,2017
24,234.95,3.0,332288.0,98.4,3.0,12,256.0,2017
25,299.99,1.0,39862.0,99.2,2.0,15,124.43806104129264,2019
26,219.95,3.0,332288.0,98.4,3.0,14,64.0,2018
27,219.95,3.0,332288.0,98.4,3.0,11,64.0,2017
28,234.99,5.0,6904.0,99.9,3.0,12,64.0,2017
29,114.99,1.0,13103.0,96.3,2.0,10,128.0,2016
30,309.99,2.0,27605.0,96.8,3.0,15,64.0,2019
32,388.99,5.0,7165.0,100.0,2.0,14,256.0,2018
33,64.99,1.0,7165.0,100.0,2.0,9,32.0,2016
34,299.99,1.0,5134.0,99.6,2.0,14,177.84242424242424,2018
35,349.95,3.0,332288.0,98.4,3.0,15,64.0,2019
36,229.0,3.0,69132.0,95.8,2.0,11,92.72343149807938,2017
37,72.0,1.0,2029.0,95.8,2.0,8,56.774193548387096,2015
38,489.98,3.0,15046.0,98.4,2.0,16,64.0,2020
39,114.0,0.0,5146.0,99.3,2.0,10,32.0,2016
40,434.99,1.0,39862.0,99.2,2.0,16,138.7663551401869,2020
41,200.0,1.0,1.0,100.0,0.0,13,64.0,2018
42,299.95,3.0,332288.0,98.4,3.0,14,64.0,2018
44,199.99,1.0,7053.0,99.9,2.0,11,64.0,2017
45,164.99,5.0,6904.0,99.9,3.0,11,64.0,2017
46,169.0,5.0,60971.0,100.0,2.0,11,64.0,2017
47,228.0,3.0,69132.0,95.8,2.0,12,64.0,2017
48,209.99,1.0,154477.0,98.0,2.0,12,256.0,2017
49,429.0,2.0,29971.0,100.0,2.0,15,124.43806104129264,2019
50,204.99,1.0,47359.0,98.9,2.0,13,64.0,2018
51,394.99,1.0,27605.0,96.8,3.0,15,128.0,2019
52,379.99,1.0,20932.0,97.8,2.0,15,64.0,2019
53,534.95,4.0,332288.0,98.4,3.0,15,256.0,2019
55,700.99,1.0,54735.0,99.4,3.0,16,138.7663551401869,2020
56,164.99,1.0,1941.0,100.0,2.0,9,64.0,2016
57,499.95,3.0,332288.0,98.4,3.0,15,64.0,2019
58,69.99,1.0,1941.0,100.0,2.0,8,32.0,2015
59,229.99,1.0,27605.0,96.8,3.0,11,64.0,2017
60,429.99,1.0,11250.0,100.0,2.0,15,64.0,2019
61,88.99,1.0,54735.0,99.4,3.0,10,32.0,2016
62,249.99,5.0,6904.0,99.9,3.0,13,64.0,2018
63,309.99,1.0,39862.0,99.2,2.0,15,124.43806104129264,2019
64,299.99,2.0,13309.0,96.6,2.0,15,64.0,2019
65,209.95,2.0,332288.0,98.4,3.0,12,64.0,2017
66,156.99,2.0,54735.0,99.4,3.0,11,64.0,2017
67,399.99,4.0,67602.0,98.9,3.0,15,128.0,2019
68,269.99,3.0,67602.0,98.9,3.0,13,128.0,2018
69,218.99,2.0,27605.0,96.8,3.0,13,64.0,2018
70,619.0,3.0,29971.0,100.0,2.0,15,124.43806104129264,2019
71,229.99,3.0,67602.0,98.9,3.0,11,64.0,2017
72,314.88,3.0,17579.0,98.7,2.0,15,124.43806104129264,2019
73,208.99,2.0,10647.0,98.9,2.0,12,64.0,2017
74,224.99,3.0,10647.0,98.9,2.0,13,64.0,2018
75,226.0,2.0,69132.0,95.8,2.0,13,64.0,2018
76,82.99,3.0,2703.0,97.2,2.0,9,65.08936170212766,2016
77,104.99,2.0,122213.0,100.0,2.0,10,32.0,2016
78,549.95,3.0,82193.0,98.4,3.0,16,128.0,2020
79,299.95,2.0,266795.0,99.8,2.0,14,177.84242424242424,2018
80,319.95,3.0,20932.0,97.8,2.0,15,64.0,2019
81,49.99,1.0,1845.0,99.3,2.0,6,20.0,2013
82,407.99,4.0,3099272.0,98.8,2.0,15,64.0,2019
83,88.99,2.0,249010.0,96.5,2.0,7,16.0,2014
84,969.99,3.0,3099272.0,98.8,2.0,16,128.0,2020
85,84.99,3.0,2703.0,97.2,2.0,8,56.774193548387096,2015
86,359.0,4.0,2389.0,99.2,2.0,15,64.0,2019
87,249.0,4.0,60971.0,100.0,2.0,12,256.0,2017
88,409.95,2.0,266795.0,99.8,2.0,15,124.43806104129264,2019
89,244.95,3.0,82193.0,98.4,3.0,13,64.0,2018
90,459.95,4.0,332288.0,98.4,3.0,15,64.0,2019
91,124.99,2.0,13309.0,96.6,2.0,11,64.0,2017
92,419.88,4.0,17579.0,98.7,2.0,16,256.0,2020
93,379.99,3.0,67602.0,98.9,3.0,15,128.0,2019
94,244.95,3.0,332288.0,98.4,3.0,13,128.0,2018
95,154.99,2.0,122213.0,100.0,2.0,10,32.0,2016
96,190.0,1.0,5146.0,99.3,2.0,12,64.0,2017
97,203.0,1.0,5146.0,99.3,2.0,13,64.0,2018
98,501.49,3.0,3099273.0,98.8,2.0,16,64.0,2020
99,104.99,3.0,119431.0,99.3,2.0,10,32.0,2016
100,569.99,2.0,182.0,98.4,2.0,15,256.0,2019
101,234.99,2.0,122213.0,100.0,2.0,13,64.0,2018
102,429.95,3.0,332288.0,98.4,3.0,15,64.0,2019
103,259.89,4.0,149688.0,99.7,2.0,13,64.0,2018
104,489.95,3.0,82193.0,98.4,3.0,15,256.0,2019
105,613.99,4.0,54735.0,99.4,3.0,17,177.7258064516129,2021
106,379.99,2.0,13309.0,96.6,2.0,15,64.0,2019
107,209.95,2.0,266795.0,99.8,2.0,11,64.0,2017
108,469.0,5.0,26968.0,99.2,2.0,15,64.0,2019
109,274.99,4.0,121483.0,99.9,3.0,13,128.0,2018
110,1.0,6.0,35357.0,100.0,2.0,17,256.0,2021
111,179.99,1.0,9880.0,99.1,2.0,10,128.0,2016
112,202.0,1.0,5146.0,99.3,2.0,14,256.0,2018
113,628.99,2.0,3099273.0,98.8,2.0,15,256.0,2019
114,395.0,1.0,5146.0,99.3,2.0,15,128.0,2019
115,229.95,2.0,266795.0,99.8,2.0,14,64.0,2018
116,222.89,3.0,10647.0,98.9,2.0,13,64.0,2018
117,309.99,3.0,10647.0,98.9,2.0,14,64.0,2018
118,212.99,2.0,54735.0,99.4,3.0,11,64.0,2017
119,239.95,3.0,82193.0,98.4,3.0,14,64.0,2018
120,319.99,2.0,67602.0,98.9,2.0,15,64.0,2019
121,269.0,5.0,3839.0,99.2,2.0,9,128.0,2016
122,106.24,3.0,3099273.0,98.8,2.0,10,32.0,2016
123,309.99,2.0,119431.0,99.3,2.0,15,64.0,2019
124,369.88,4.0,17579.0,98.7,2.0,15,256.0,2019
125,308.88,2.0,17579.0,98.7,2.0,15,64.0,2019
126,169.0,4.0,60971.0,100.0,2.0,11,64.0,2017
127,164.99,5.0,6904.0,99.9,3.0,11,64.0,2017
128,432.99,2.0,54735.0,99.4,3.0,15,64.0,2019
129,584.95,3.0,332288.0,98.4,3.0,15,256.0,2019
130,1.0,6.0,35357.0,100.0,2.0,17,128.0,2021
131,254.95,3.0,82193.0,98.4,3.0,11,256.0,2017
132,176.4,3.0,69132.0,95.8,2.0,11,64.0,2017
133,749.99,5.0,18257.0,100.0,2.0,17,128.0,2021
134,549.88,5.0,17579.0,98.7,2.0,15,124.43806104129264,2019
135,244.99,3.0,54735.0,99.4,3.0,13,64.0,2018
136,529.88,4.0,17579.0,98.7,2.0,15,512.0,2019
137,498.95,6.0,25277.0,100.0,2.0,16,64.0,2020
138,499.99,6.0,1608.0,99.8,2.0,15,64.0,2019
139,339.95,6.0,21173.0,99.4,2.0,12,64.0,2017
140,139.95,2.0,266795.0,99.8,2.0,11,64.0,2017
141,469.0,3.0,29971.0,100.0,2.0,15,124.43806104129264,2019
142,214.99,2.0,122213.0,100.0,2.0,11,64.0,2017
143,309.95,2.0,266795.0,99.8,2.0,15,124.43806104129264,2019
144,504.95,2.0,266795.0,99.8,2.0,15,124.43806104129264,2019
145,179.99,5.0,122213.0,100.0,2.0,10,32.0,2016
146,294.99,5.0,7165.0,100.0,2.0,12,256.0,2017
147,199.0,5.0,60971.0,100.0,2.0,9,64.0,2016
148,319.99,2.0,13309.0,96.6,2.0,15,64.0,2019
149,219.99,3.0,2703.0,97.2,2.0,13,64.0,2018
150,129.69,0.0,6199.0,99.7,2.0,10,32.0,2016
151,199.99,3.0,67602.0,98.9,3.0,9,64.0,2016
152,149.0,0.0,1714.0,100.0,0.0,14,64.0,2018
153,117.99,2.0,54735.0,99.4,3.0,10,32.0,2016
154,109.95,3.0,332288.0,98.4,3.0,8,16.0,2015
155,369.77,5.0,2263.0,98.2,2.0,15,256.0,2019
156,268.99,5.0,4368.0,98.6,2.0,14,64.0,2018
157,97.95,5.0,249010.0,96.5,2.0,8,16.0,2015
158,97.95,5.0,249010.0,96.5,2.0,8,16.0,2015
159,246.49,3.0,3099273.0,98.8,2.0,13,64.0,2018
160,526.99,4.0,3099273.0,98.8,2.0,16,64.0,2020
161,499.0,5.0,29971.0,100.0,2.0,15,124.43806104129264,2019
162,310.95,3.0,82193.0,98.4,3.0,14,64.0,2018
163,179.99,5.0,123856.0,98.1,2.0,11,128.0,2017
164,102.99,2.0,119431.0,99.3,2.0,10,32.0,2016
165,382.49,3.0,3099273.0,98.8,2.0,15,64.0,2019
166,234.99,5.0,6904.0,99.9,3.0,12,64.0,2017
167,219.99,3.0,2703.0,97.2,2.0,13,64.0,2018
168,464.99,3.0,20932.0,97.8,2.0,16,64.0,2020
169,259.99,5.0,122213.0,100.0,2.0,14,64.0,2018
170,609.99,3.0,10647.0,98.9,2.0,15,124.43806104129264,2019
171,84.0,3.0,2703.0,97.2,2.0,8,56.774193548387096,2015
172,395.0,1.0,5146.0,99.3,2.0,15,64.0,2019
173,249.0,3.0,29971.0,100.0,2.0,13,89.74946921443737,2018
174,92.95,3.0,332288.0,98.4,3.0,8,64.0,2015
175,219.95,2.0,82193.0,98.4,3.0,13,64.0,2018
176,228.99,1.0,27605.0,96.8,3.0,12,64.0,2017
177,105.0,3.0,2703.0,97.2,2.0,10,32.0,2016
178,123.0,1.0,8382.0,99.5,3.0,11,64.0,2017
179,143.99,5.0,249010.0,96.5,2.0,8,16.0,2015
180,39.99,1.0,2021.0,96.4,2.0,4,16.0,2012
181,259.0,5.0,6904.0,99.9,3.0,14,64.0,2018
182,139.95,2.0,266795.0,99.8,2.0,11,64.0,2017
183,659.99,1.0,39862.0,99.2,2.0,17,128.0,2021
184,159.88,5.0,17579.0,98.7,2.0,11,256.0,2017
185,224.99,1.0,27605.0,96.8,3.0,13,64.0,2018
186,545.0,5.0,3839.0,99.2,2.0,16,64.0,2020
187,83.0,1.0,5146.0,99.3,2.0,10,128.0,2016
188,271.99,4.0,3099273.0,98.8,2.0,13,64.0,2018
189,297.49,4.0,3099273.0,98.8,2.0,14,64.0,2018
190,389.99,6.0,1608.0,99.8,2.0,14,64.0,2018
192,309.95,3.0,82193.0,98.4,3.0,14,512.0,2018
193,359.99,2.0,67602.0,98.9,2.0,15,128.0,2019
194,99.95,2.0,266795.0,99.8,2.0,8,56.774193548387096,2015
195,249.99,5.0,6904.0,99.9,3.0,13,64.0,2018
196,654.49,3.0,3099273.0,98.8,2.0,15,256.0,2019
197,82.95,5.0,249010.0,96.5,2.0,7,16.0,2014
198,269.89,4.0,149688.0,99.7,2.0,12,64.0,2017
199,307.99,1.0,7053.0,99.9,2.0,15,64.0,2019
200,219.95,3.0,82193.0,98.4,3.0,11,64.0,2017
201,268.99,1.0,27605.0,96.8,3.0,13,64.0,2018
202,154.95,3.0,332288.0,98.4,3.0,11,64.0,2017
203,169.99,1.0,27605.0,96.8,3.0,10,32.0,2016
204,509.99,5.0,39862.0,99.2,2.0,16,138.7663551401869,2020
205,249.0,5.0,152413.0,100.0,2.0,13,64.0,2018
206,229.99,5.0,6904.0,99.9,3.0,11,64.0,2017
207,388.99,5.0,7165.0,100.0,2.0,14,256.0,2018
208,206.99,2.0,12222.0,97.0,2.0,12,64.0,2017
209,499.99,6.0,43976.0,99.0,2.0,15,64.0,2019
210,319.99,3.0,10647.0,98.9,2.0,15,64.0,2019
211,299.99,1.0,2321.0,100.0,2.0,15,64.0,2019
212,89.99,1.0,12318.0,100.0,2.0,10,32.0,2016
213,304.99,2.0,122213.0,100.0,2.0,14,64.0,2018
214,72.99,1.0,7165.0,100.0,2.0,8,32.0,2015
215,589.99,2.0,27605.0,96.8,3.0,15,256.0,2019
216,161.49,3.0,3099273.0,98.8,2.0,11,64.0,2017
217,269.89,4.0,149688.0,99.7,2.0,14,64.0,2018
218,249.0,5.0,26968.0,99.2,2.0,9,64.0,2016
219,279.99,4.0,67602.0,98.9,3.0,13,128.0,2018
220,399.99,3.0,67602.0,98.9,3.0,15,256.0,2019
221,343.99,4.0,67602.0,98.9,3.0,15,64.0,2019
222,369.88,5.0,17579.0,98.7,2.0,15,256.0,2019
223,97.99,1.0,119431.0,99.3,2.0,10,32.0,2016
224,228.99,1.0,27605.0,96.8,3.0,13,64.0,2018
225,179.59,3.0,30797.0,99.2,2.0,9,64.0,2016
226,222.99,5.0,4368.0,98.6,2.0,14,177.84242424242424,2018
227,220.0,1.0,69132.0,95.8,2.0,11,92.72343149807938,2017
228,17.99,1.0,7701.0,96.2,2.0,3,16.0,2011
229,229.99,5.0,6904.0,99.9,3.0,11,64.0,2017
230,289.95,2.0,332288.0,98.4,3.0,14,64.0,2018
231,198.04,4.0,3099273.0,98.8,2.0,11,64.0,2017
232,858.49,4.0,3099273.0,98.8,2.0,16,128.0,2020
233,858.49,4.0,3099273.0,98.8,2.0,16,128.0,2020
234,96.99,3.0,13103.0,96.3,2.0,8,56.774193548387096,2015
235,586.49,3.0,3099273.0,98.8,2.0,16,128.0,2020
236,314.49,4.0,3099273.0,98.8,2.0,12,256.0,2017
237,319.95,4.0,332288.0,98.4,3.0,14,256.0,2018
238,337.99,5.0,127725.0,95.6,2.0,14,64.0,2018
239,309.99,1.0,4992.0,99.8,2.0,15,64.0,2019
240,209.99,4.0,67602.0,98.9,3.0,9,64.0,2016
241,309.99,1.0,7053.0,99.9,2.0,15,64.0,2019
242,225.0,1.0,151.0,100.0,0.0,13,64.0,2018
243,409.95,3.0,82193.0,98.4,3.0,15,128.0,2019
244,399.99,3.0,20932.0,97.8,2.0,15,256.0,2019
245,219.99,2.0,13309.0,96.6,2.0,14,64.0,2018
246,83.16,1.0,6199.0,99.7,2.0,10,128.0,2016
247,123.0,1.0,4130.0,99.2,2.0,8,64.0,2015
248,183.95,5.0,249010.0,96.5,2.0,10,32.0,2016
249,248.99,4.0,10647.0,98.9,2.0,13,64.0,2018
250,451.99,1.0,54735.0,99.4,3.0,15,124.43806104129264,2019
251,219.95,2.0,82193.0,98.4,3.0,13,64.0,2018
252,269.88,5.0,17579.0,98.7,2.0,13,256.0,2018
253,289.0,4.0,29971.0,100.0,2.0,13,89.74946921443737,2018
254,237.97,2.0,10647.0,98.9,2.0,12,256.0,2017
255,259.95,5.0,8561.0,99.2,2.0,11,64.0,2017
256,49.95,0.0,2681.0,99.2,2.0,15,64.0,2019
257,150.0,1.0,406.0,100.0,0.0,8,32.0,2015
258,92.99,2.0,12222.0,97.0,2.0,10,32.0,2016
259,454.99,2.0,10647.0,98.9,2.0,16,64.0,2020
260,231.99,1.0,54735.0,99.4,3.0,13,64.0,2018
261,790.49,2.0,3099273.0,98.8,2.0,16,128.0,2020
262,79.2,1.0,6199.0,99.7,2.0,8,64.0,2015
264,245.0,4.0,157792.0,98.9,2.0,13,64.0,2018
265,219.99,1.0,20932.0,97.8,2.0,13,64.0,2018
266,269.88,5.0,11023.0,98.2,2.0,12,64.0,2017
267,379.99,5.0,152413.0,100.0,2.0,15,64.0,2019
268,294.99,1.0,7053.0,99.9,2.0,15,64.0,2019
269,369.95,3.0,82193.0,98.4,3.0,14,256.0,2018
270,109.99,2.0,119431.0,99.3,2.0,8,16.0,2015
271,78.0,1.0,5146.0,99.3,2.0,10,32.0,2016
272,620.49,4.0,3099273.0,98.8,2.0,15,64.0,2019
273,679.99,5.0,22342.0,98.0,2.0,15,256.0,2019
274,399.0,4.0,60971.0,100.0,2.0,16,64.0,2020
275,169.89,3.0,149688.0,99.7,2.0,11,64.0,2017
276,324.99,3.0,119431.0,99.3,2.0,15,64.0,2019
277,203.99,2.0,249010.0,96.5,2.0,11,64.0,2017
278,299.95,4.0,332288.0,98.4,3.0,12,256.0,2017
279,269.88,4.0,17579.0,98.7,2.0,13,256.0,2018
280,432.99,2.0,54735.0,99.4,3.0,15,64.0,2019
281,110.99,1.0,7165.0,100.0,2.0,8,128.0,2015
282,144.99,2.0,13309.0,96.6,2.0,11,64.0,2017
283,79.95,2.0,266795.0,99.8,2.0,8,16.0,2015
284,289.99,5.0,6904.0,99.9,3.0,13,128.0,2018
285,499.99,2.0,54735.0,99.4,3.0,15,64.0,2019
286,200.0,1.0,671.0,100.0,0.0,11,64.0,2017
287,95.99,1.0,7165.0,100.0,2.0,10,32.0,2016
288,169.95,2.0,332288.0,98.4,3.0,10,128.0,2016
289,307.95,4.0,332288.0,98.4,3.0,13,128.0,2018
290,294.99,1.0,20932.0,97.8,2.0,15,64.0,2019
291,299.99,1.0,27605.0,96.8,3.0,14,256.0,2018
292,135.0,2.0,8382.0,99.5,3.0,11,64.0,2017
293,239.99,2.0,249010.0,96.5,2.0,12,64.0,2017
294,454.99,5.0,61.0,100.0,2.0,15,256.0,2019
295,259.95,3.0,82193.0,98.4,3.0,13,256.0,2018
297,314.87,2.0,10647.0,98.9,2.0,15,64.0,2019
298,245.99,5.0,7165.0,100.0,2.0,13,64.0,2018
299,103.99,5.0,249010.0,96.5,2.0,9,16.0,2016
300,249.99,5.0,122213.0,100.0,2.0,13,89.74946921443737,2018
301,329.95,2.0,332288.0,98.4,3.0,15,64.0,2019
302,212.99,1.0,54735.0,99.4,3.0,11,64.0,2017
303,156.99,2.0,54735.0,99.4,3.0,11,64.0,2017
304,74.99,3.0,2703.0,97.2,2.0,9,16.0,2016
305,259.89,5.0,149688.0,99.7,2.0,11,64.0,2017
306,6.99,6.0,5105.0,94.7,2.0,17,177.7258064516129,2021
307,401.0,1.0,5146.0,99.3,2.0,15,128.0,2019
308,526.99,3.0,3099273.0,98.8,2.0,15,256.0,2019
309,159.89,5.0,149688.0,99.7,2.0,11,64.0,2017
310,117.29,2.0,3099273.0,98.8,2.0,10,32.0,2016
311,269.0,5.0,60971.0,100.0,2.0,11,256.0,2017
312,259.89,5.0,149688.0,99.7,2.0,11,64.0,2017
313,164.99,2.0,513.0,96.7,2.0,10,128.0,2016
314,224.95,2.0,332288.0,98.4,3.0,14,64.0,2018
315,488.95,6.0,25277.0,100.0,2.0,15,64.0,2019
316,203.99,1.0,7165.0,100.0,2.0,11,64.0,2017
317,99.99,2.0,27605.0,96.8,3.0,10,32.0,2016
318,535.99,4.0,182.0,98.4,2.0,15,64.0,2019
319,389.99,6.0,43976.0,99.0,2.0,14,64.0,2018
320,449.99,6.0,43976.0,99.0,2.0,14,177.84242424242424,2018
321,53.47,1.0,5146.0,99.3,2.0,7,16.0,2014
322,169.14,2.0,3099273.0,98.8,2.0,11,64.0,2017
323,148.99,2.0,249010.0,96.5,2.0,10,32.0,2016
324,279.99,2.0,54735.0,99.4,3.0,12,256.0,2017
325,38.0,1.0,18735.0,95.2,2.0,6,16.0,2013
326,599.99,2.0,13309.0,96.6,2.0,15,64.0,2019
327,217.0,4.0,21988.0,99.8,3.0,13,64.0,2018
328,247.99,5.0,7165.0,100.0,2.0,13,64.0,2018
329,289.95,4.0,332288.0,98.4,3.0,14,64.0,2018
330,264.96,5.0,915.0,100.0,3.0,12,64.0,2017
331,469.0,5.0,3407.0,100.0,2.0,15,124.43806104129264,2019
332,233.99,3.0,127725.0,95.6,2.0,14,64.0,2018
333,742.99,4.0,54735.0,99.4,3.0,17,128.0,2021
334,224.99,3.0,10647.0,98.9,2.0,13,64.0,2018
335,269.99,3.0,67602.0,98.9,3.0,14,256.0,2018
336,72.99,2.0,249010.0,96.5,2.0,7,16.0,2014
337,728.99,5.0,4368.0,98.6,2.0,16,138.7663551401869,2020
338,149.99,2.0,27605.0,96.8,3.0,11,64.0,2017
339,549.99,3.0,3099273.0,98.8,2.0,15,64.0,2019
340,544.95,3.0,82193.0,98.4,3.0,15,64.0,2019
341,249.99,2.0,13309.0,96.6,2.0,12,256.0,2017
342,149.95,2.0,332288.0,98.4,3.0,11,64.0,2017
343,279.99,2.0,54735.0,99.4,3.0,12,256.0,2017
344,229.99,2.0,67602.0,98.9,2.0,14,64.0,2018
345,379.95,2.0,332288.0,98.4,3.0,15,128.0,2019
346,229.89,3.0,149688.0,99.7,2.0,13,64.0,2018
347,28.44,1.0,2243.0,99.4,2.0,3,32.0,2011
348,259.95,3.0,332288.0,98.4,3.0,14,256.0,2018
349,6.99,6.0,2164.0,99.6,0.0,15,124.43806104129264,2019
350,247.99,5.0,7165.0,100.0,2.0,13,64.0,2018
351,131.95,3.0,82193.0,98.4,3.0,10,128.0,2016
352,224.95,3.0,82193.0,98.4,3.0,12,64.0,2017
353,930.99,4.0,54735.0,99.4,3.0,17,177.7258064516129,2021
354,221.88,5.0,14797.0,99.6,2.0,11,64.0,2017
355,238.95,5.0,249010.0,96.5,2.0,12,64.0,2017
356,379.99,2.0,27605.0,96.8,3.0,15,128.0,2019
357,109.95,4.0,82193.0,98.4,3.0,9,64.0,2016
358,369.95,2.0,266795.0,99.8,2.0,16,138.7663551401869,2020
359,56.0,1.0,915.0,100.0,0.0,7,64.0,2014
360,219.95,4.0,3021.0,100.0,2.0,9,64.0,2016
361,38.0,1.0,18735.0,95.2,2.0,5,8.0,2013
362,324.99,1.0,22342.0,98.0,2.0,14,64.0,2018
363,744.95,3.0,332288.0,98.4,3.0,16,128.0,2020
364,100.0,0.0,40.0,100.0,0.0,10,32.0,2016
365,236.99,2.0,54735.0,99.4,3.0,12,64.0,2017
366,144.99,2.0,13309.0,96.6,2.0,11,64.0,2017
367,83.99,2.0,54735.0,99.4,3.0,8,32.0,2015
368,389.99,5.0,11250.0,100.0,2.0,15,64.0,2019
369,119.95,2.0,82193.0,98.4,3.0,10,128.0,2016
370,264.95,3.0,82193.0,98.4,3.0,12,256.0,2017
371,420.0,1.0,389.0,100.0,0.0,15,128.0,2019
372,273.99,1.0,54735.0,99.4,3.0,15,64.0,2019
373,399.99,6.0,86.0,97.2,2.0,11,256.0,2017
374,639.95,6.0,25277.0,100.0,2.0,16,64.0,2020
375,307.99,1.0,122213.0,100.0,2.0,15,64.0,2019
376,79.99,1.0,127725.0,95.6,2.0,7,16.0,2014
377,589.95,3.0,332288.0,98.4,3.0,16,128.0,2020
378,249.0,1.0,816.0,100.0,0.0,13,64.0,2018
379,309.99,1.0,7053.0,99.9,2.0,15,64.0,2019
380,634.99,6.0,43976.0,99.0,2.0,16,64.0,2020
381,229.49,2.0,3099273.0,98.8,2.0,13,64.0,2018
382,233.99,1.0,7053.0,99.9,2.0,13,128.0,2018
383,229.49,3.0,3099273.0,98.8,2.0,11,64.0,2017
384,348.49,4.0,3099273.0,98.8,2.0,14,256.0,2018
385,69.99,1.0,1845.0,99.3,2.0,9,16.0,2016
386,104.95,2.0,249010.0,96.5,2.0,10,32.0,2016
387,365.0,6.0,4137.0,99.5,2.0,15,64.0,2019
388,129.89,1.0,149688.0,99.7,2.0,11,64.0,2017
389,42.0,1.0,18735.0,95.2,2.0,6,16.0,2013
390,369.99,5.0,1801.0,97.8,2.0,15,64.0,2019
391,320.0,1.0,69132.0,95.8,2.0,15,64.0,2019
392,68.99,1.0,7165.0,100.0,2.0,8,32.0,2015
393,379.99,3.0,10647.0,98.9,2.0,16,64.0,2020
394,389.99,1.0,39862.0,99.2,2.0,15,124.43806104129264,2019
395,369.97,2.0,96971.0,98.5,2.0,14,256.0,2018
396,401.0,1.0,5146.0,99.3,2.0,15,64.0,2019
397,849.99,3.0,3099273.0,98.8,2.0,16,256.0,2020
398,54.55,1.0,6199.0,99.7,2.0,7,64.0,2014
399,146.0,1.0,5146.0,99.3,2.0,10,128.0,2016
400,309.99,1.0,122213.0,100.0,2.0,15,64.0,2019
401,331.49,3.0,3099273.0,98.8,2.0,14,256.0,2018
402,259.95,4.0,82193.0,98.4,3.0,13,64.0,2018
403,605.0,2.0,8382.0,99.5,3.0,16,128.0,2020
404,294.99,1.0,122213.0,100.0,2.0,15,64.0,2019
405,289.99,1.0,27605.0,96.8,3.0,12,256.0,2017
406,479.95,3.0,82193.0,98.4,3.0,16,128.0,2020
407,324.95,2.0,82193.0,98.4,3.0,15,64.0,2019
408,269.0,5.0,60971.0,100.0,2.0,13,64.0,2018
409,199.0,4.0,60971.0,100.0,2.0,9,64.0,2016
410,183.99,2.0,54735.0,99.4,3.0,9,65.08936170212766,2016
411,79.0,1.0,5146.0,99.3,2.0,10,128.0,2016
412,475.99,2.0,3099273.0,98.8,2.0,16,64.0,2020
413,1.0,6.0,25277.0,100.0,2.0,17,128.0,2021
414,127.99,1.0,54735.0,99.4,3.0,11,64.0,2017
415,744.99,1.0,39862.0,99.2,2.0,16,138.7663551401869,2020
416,234.95,2.0,332288.0,98.4,3.0,12,256.0,2017
417,309.99,1.0,7060.0,96.7,2.0,15,64.0,2019
418,389.99,6.0,43976.0,99.0,2.0,13,64.0,2018
419,469.99,3.0,513.0,96.7,2.0,16,64.0,2020
420,260.0,1.0,131.0,100.0,0.0,13,64.0,2018
421,705.49,3.0,3099273.0,98.8,2.0,16,128.0,2020
422,569.0,6.0,3839.0,99.2,2.0,15,64.0,2019
423,159.88,4.0,17579.0,98.7,2.0,11,256.0,2017
424,767.0,1.0,190.0,100.0,0.0,16,512.0,2020
425,104.99,3.0,119431.0,99.3,2.0,10,32.0,2016
426,459.99,2.0,13309.0,96.6,2.0,16,64.0,2020
427,836.99,4.0,54735.0,99.4,3.0,16,138.7663551401869,2020
428,139.99,1.0,122213.0,100.0,2.0,10,32.0,2016
429,214.99,2.0,10647.0,98.9,2.0,13,64.0,2018
430,269.95,5.0,915.0,100.0,3.0,14,256.0,2018
431,99.99,1.0,226.0,100.0,0.0,10,128.0,2016
432,209.99,1.0,9734.0,99.1,2.0,14,64.0,2018
434,299.89,5.0,149688.0,99.7,2.0,11,256.0,2017
435,459.95,2.0,266795.0,99.8,2.0,16,138.7663551401869,2020
436,679.99,1.0,54735.0,99.4,3.0,16,138.7663551401869,2020
