,price,condition,num_reviews,pos_feedback_pct,return_days,model,capacity,release_year
1676,199.95,3.0,8628.0,99.5,2.0,11,64.0,2017
1677,199.99,1.0,5223.0,100.0,0.0,11,64.0,2017
1678,84.99,2.0,3099284.0,98.8,2.0,8,64.0,2015
1679,247.0,4.0,21988.0,99.8,3.0,12,64.0,2017
1680,174.99,2.0,119432.0,99.3,2.0,10,128.0,2016
1681,119.89,6.0,145.0,97.3,2.0,6,16.0,2013
1682,109.98,1.0,7733.0,99.2,2.0,10,128.0,2016
1683,81.99,1.0,54735.0,99.4,3.0,8,56.774193548387096,2015
1684,599.99,6.0,30494.0,97.8,2.0,16,138.7663551401869,2020
1685,139.95,5.0,8258.0,100.0,2.0,10,32.0,2016
1686,149.99,2.0,27958.0,98.6,2.0,10,32.0,2016
1687,319.99,6.0,109313.0,98.5,2.0,9,64.0,2016
1688,139.99,4.0,119432.0,99.3,2.0,8,16.0,2015
1689,15.49,6.0,11.0,100.0,2.0,15,124.43806104129264,2019
1690,129.99,1.0,39862.0,99.2,2.0,10,78.54110612855007,2016
1691,254.95,1.0,103304.0,99.3,2.0,15,64.0,2019
1692,70.0,1.0,33.0,96.6,0.0,10,32.0,2016
1693,146.0,3.0,21988.0,99.8,3.0,11,64.0,2017
1694,154.95,4.0,332289.0,98.4,3.0,8,32.0,2015
1695,381.0,4.0,21988.0,99.8,3.0,14,256.0,2018
1696,21.99,0.0,266795.0,99.8,0.0,9,65.08936170212766,2016
1697,654.99,5.0,18257.0,100.0,2.0,16,128.0,2020
1698,199.89,1.0,149688.0,99.7,2.0,11,64.0,2017
1700,264.99,5.0,6904.0,99.9,3.0,14,64.0,2018
1701,159.99,1.0,54735.0,99.4,3.0,11,256.0,2017
1702,713.99,3.0,249010.0,96.5,2.0,16,256.0,2020
1703,489.95,1.0,103304.0,99.3,2.0,16,138.7663551401869,2020
1704,289.95,4.0,332289.0,98.4,3.0,14,64.0,2018
1705,400.0,1.0,218.0,97.4,2.0,16,64.0,2020
1706,306.88,6.0,168.0,97.1,2.0,11,92.72343149807938,2017
1707,131.95,1.0,103304.0,99.3,2.0,10,128.0,2016
1708,479.99,4.0,43976.0,99.0,2.0,15,124.43806104129264,2019
1709,379.99,0.0,874.0,100.0,2.0,16,64.0,2020
1710,59.99,1.0,12318.0,100.0,2.0,9,16.0,2016
1711,180.0,0.0,882.0,100.0,0.0,15,64.0,2019
1712,529.99,5.0,406.0,99.5,0.0,16,128.0,2020
1713,299.99,5.0,11250.0,100.0,2.0,13,64.0,2018
1714,899.0,1.0,36.0,100.0,0.0,17,256.0,2021
1715,255.0,0.0,889.0,94.8,2.0,14,64.0,2018
1716,290.0,6.0,356222.0,97.1,2.0,13,64.0,2018
1717,400.98,2.0,182.0,98.4,2.0,15,256.0,2019
1718,94.95,3.0,82193.0,98.4,3.0,7,16.0,2014
1719,88.98,1.0,8400.0,100.0,2.0,10,32.0,2016
1720,244.99,3.0,54735.0,99.4,3.0,13,64.0,2018
1721,216.99,1.0,122213.0,100.0,2.0,14,64.0,2018
1722,519.99,5.0,131288.0,99.6,2.0,16,64.0,2020
1723,67.99,6.0,528.0,98.0,3.0,5,13.44,2013
1725,144.95,1.0,1672.0,100.0,2.0,11,64.0,2017
1726,599.0,5.0,26968.0,99.2,2.0,16,128.0,2020
1727,225.0,1.0,16907.0,99.2,0.0,13,128.0,2018
1728,219.0,1.0,557.0,98.4,0.0,10,256.0,2016
1729,100.0,1.0,12.0,100.0,0.0,10,32.0,2016
1731,99.99,1.0,3351.0,98.1,0.0,7,64.0,2014
1733,199.99,2.0,27605.0,96.8,3.0,9,64.0,2016
1735,109.99,1.0,3351.0,98.1,0.0,7,64.0,2014
1736,459.99,3.0,43976.0,99.0,2.0,15,124.43806104129264,2019
1737,55.0,0.0,557.0,98.4,0.0,9,64.0,2016
1738,900.0,1.0,12089.0,99.0,0.0,17,128.0,2021
1740,75.0,1.0,557.0,98.4,0.0,8,32.0,2015
1741,167.99,4.0,119432.0,99.3,2.0,10,32.0,2016
1742,225.0,5.0,138.0,98.0,2.0,11,64.0,2017
1743,210.0,1.0,22.0,100.0,2.0,11,64.0,2017
1744,47.0,1.0,18735.0,95.2,2.0,4,16.0,2012
1745,54.99,1.0,2021.0,96.4,2.0,7,16.0,2014
1746,244.99,3.0,54735.0,99.4,3.0,13,64.0,2018
1747,72.99,1.0,35681.0,98.6,2.0,7,64.0,2014
1748,40.99,1.0,35681.0,98.6,2.0,7,32.0,2014
1749,143.44,5.0,2243.0,99.4,2.0,10,128.0,2016
1750,210.0,1.0,22.0,100.0,2.0,11,64.0,2017
1751,229.0,5.0,60972.0,100.0,2.0,13,64.0,2018
1752,1.0,6.0,418.0,100.0,2.0,17,128.0,2021
1753,283.0,1.0,80245.0,99.7,2.0,14,512.0,2018
1754,289.99,1.0,27605.0,96.8,3.0,11,256.0,2017
1755,930.99,4.0,54735.0,99.4,3.0,17,128.0,2021
1756,129.0,0.0,557.0,98.4,0.0,13,64.0,2018
1757,119.0,0.0,557.0,98.4,0.0,13,64.0,2018
1758,236.0,3.0,21988.0,99.8,3.0,13,64.0,2018
1759,116.99,1.0,47567.0,98.3,3.0,10,32.0,2016
1760,6.99,6.0,5105.0,94.7,2.0,10,78.54110612855007,2016
1761,779.99,1.0,11250.0,100.0,2.0,16,128.0,2020
1762,104.89,1.0,56112.0,98.9,2.0,10,32.0,2016
1763,309.99,4.0,3099285.0,98.8,2.0,12,256.0,2017
1764,6.99,6.0,5105.0,94.7,2.0,12,140.52173913043478,2017
1765,15.0,0.0,316.0,100.0,0.0,7,64.0,2014
1766,273.99,1.0,54735.0,99.4,3.0,9,128.0,2016
1767,509.0,2.0,8382.0,99.5,3.0,16,64.0,2020
1768,84.95,1.0,920.0,87.5,0.0,8,56.774193548387096,2015
1769,225.0,5.0,14343.0,99.3,2.0,13,64.0,2018
1770,149.99,5.0,4498.0,100.0,2.0,8,32.0,2015
1772,159.0,0.0,557.0,98.4,0.0,15,64.0,2019
1773,199.99,1.0,39862.0,99.2,2.0,11,92.72343149807938,2017
1774,57.99,1.0,7165.0,100.0,2.0,7,16.0,2014
1775,325.0,4.0,69132.0,95.8,2.0,12,256.0,2017
1776,839.99,3.0,127726.0,95.6,2.0,16,128.0,2020
1778,100.0,1.0,21988.0,99.8,3.0,10,32.0,2016
1779,450.0,0.0,889.0,94.8,2.0,16,128.0,2020
1780,709.0,4.0,8382.0,99.5,3.0,17,128.0,2021
1782,186.0,0.0,882.0,100.0,0.0,15,64.0,2019
1783,300.0,0.0,50.0,100.0,0.0,15,64.0,2019
1784,89.99,1.0,2596.0,99.3,2.0,7,64.0,2014
1785,180.0,1.0,5146.0,99.3,2.0,12,64.0,2017
1788,399.99,1.0,54735.0,99.4,3.0,16,64.0,2020
1789,799.0,0.0,80.0,98.5,2.0,16,128.0,2020
1790,416.99,1.0,28707.0,100.0,2.0,15,64.0,2019
1791,264.99,2.0,122213.0,100.0,2.0,13,128.0,2018
1792,329.99,1.0,54735.0,99.4,3.0,15,128.0,2019
1793,186.99,1.0,3099285.0,98.8,2.0,13,64.0,2018
1794,249.99,5.0,6904.0,99.9,3.0,13,64.0,2018
1795,729.99,1.0,54735.0,99.4,3.0,16,256.0,2020
1796,15.0,0.0,846.0,96.5,0.0,7,64.0,2014
1797,639.0,1.0,383.0,96.8,2.0,17,128.0,2021
1798,509.0,4.0,21988.0,99.8,3.0,15,256.0,2019
1799,219.99,6.0,43976.0,99.0,2.0,8,56.774193548387096,2015
1800,137.88,5.0,14797.0,99.6,2.0,8,32.0,2015
1801,229.99,3.0,43976.0,99.0,2.0,12,140.52173913043478,2017
1802,84.95,3.0,82193.0,98.4,3.0,8,32.0,2015
1803,479.98,6.0,780.0,100.0,2.0,15,64.0,2019
1804,206.45,1.0,19931.0,99.8,2.0,13,64.0,2018
1805,114.99,3.0,3099285.0,98.8,2.0,10,32.0,2016
1807,695.0,0.0,889.0,94.8,2.0,16,128.0,2020
1808,479.99,4.0,43976.0,99.0,2.0,15,64.0,2019
1809,29.88,1.0,4332.0,99.7,2.0,1,8.0,2009
1810,499.95,5.0,778.0,100.0,2.0,16,64.0,2020
1811,354.99,1.0,4992.0,99.8,2.0,15,64.0,2019
1812,64.95,1.0,523.0,99.1,2.0,7,16.0,2014
1813,235.0,1.0,5894.0,96.3,2.0,12,256.0,2017
1814,78.99,1.0,12222.0,97.0,2.0,10,32.0,2016
1815,189.0,1.0,80245.0,99.7,2.0,11,256.0,2017
1816,154.95,4.0,82193.0,98.4,3.0,10,128.0,2016
1817,297.99,1.0,54735.0,99.4,3.0,14,64.0,2018
1819,699.0,5.0,361880.0,99.8,2.0,17,256.0,2021
1820,214.99,1.0,67604.0,98.9,2.0,14,64.0,2018
1821,7.49,6.0,1439.0,95.6,2.0,17,177.7258064516129,2021
1822,7.49,6.0,1439.0,95.6,2.0,17,177.7258064516129,2021
1823,82.0,1.0,5146.0,99.3,2.0,10,128.0,2016
1824,619.0,3.0,7527.0,100.0,2.0,15,64.0,2019
1825,189.99,2.0,109313.0,98.5,2.0,13,64.0,2018
1826,909.95,6.0,25277.0,100.0,2.0,17,256.0,2021
1827,159.99,1.0,32842.0,97.7,2.0,11,64.0,2017
1828,179.99,2.0,13309.0,96.6,2.0,9,64.0,2016
1829,569.99,1.0,27605.0,96.8,3.0,15,64.0,2019
1830,129.95,1.0,408.0,100.0,0.0,8,32.0,2015
1831,34.95,0.0,516.0,100.0,2.0,10,78.54110612855007,2016
1832,199.59,6.0,190.0,98.6,2.0,8,56.774193548387096,2015
1833,149.95,1.0,103304.0,99.3,2.0,11,64.0,2017
1834,244.95,4.0,332289.0,98.4,3.0,9,64.0,2016
1835,509.99,1.0,27605.0,96.8,3.0,15,256.0,2019
1836,10.44,6.0,351.0,98.6,2.0,17,177.7258064516129,2021
1837,263.49,2.0,3099285.0,98.8,2.0,11,128.0,2017
1838,23.82,6.0,744.0,95.0,3.0,10,78.54110612855007,2016
1839,399.99,4.0,121483.0,99.9,3.0,14,256.0,2018
1840,67.46,1.0,136771.0,98.8,2.0,7,16.0,2014
1841,255.0,6.0,356222.0,97.1,2.0,13,64.0,2018
1842,189.99,6.0,28707.0,100.0,2.0,9,64.0,2016
1843,415.95,6.0,4267.0,97.6,2.0,14,64.0,2018
1844,75.0,1.0,1022.0,100.0,0.0,7,32.0,2014
1845,254.95,1.0,915.0,100.0,3.0,12,256.0,2017
1846,69.96,1.0,173981.0,99.5,2.0,8,32.0,2015
1848,119.99,0.0,60.0,100.0,0.0,11,64.0,2017
1849,54.0,6.0,30.0,94.1,0.0,3,8.0,2011
1850,884.95,6.0,25277.0,100.0,2.0,17,256.0,2021
1851,177.55,5.0,14797.0,99.6,2.0,8,32.0,2015
1852,269.99,1.0,142638.0,98.4,2.0,13,128.0,2018
1853,472.99,1.0,54735.0,99.4,3.0,16,64.0,2020
1854,214.95,3.0,82193.0,98.4,3.0,10,256.0,2016
1855,359.98,1.0,28707.0,100.0,2.0,15,64.0,2019
1856,54.99,1.0,54735.0,99.4,3.0,7,16.0,2014
1857,199.95,1.0,32905.0,98.8,2.0,13,64.0,2018
1858,175.99,1.0,54735.0,99.4,3.0,10,32.0,2016
1859,179.95,1.0,2414.0,98.3,2.0,9,128.0,2016
1860,23.31,6.0,1569.0,96.0,3.0,10,78.54110612855007,2016
1861,118.8,1.0,25.0,96.3,2.0,10,128.0,2016
1862,279.95,1.0,32905.0,98.8,2.0,15,64.0,2019
1863,299.0,6.0,17823.0,98.3,2.0,9,64.0,2016
1864,194.95,4.0,332290.0,98.4,3.0,11,64.0,2017
1865,185.0,1.0,16907.0,99.2,0.0,9,256.0,2016
1866,799.0,0.0,708.0,93.9,0.0,17,128.0,2021
1867,29.95,2.0,266795.0,99.8,2.0,3,16.0,2011
1868,239.99,2.0,122213.0,100.0,2.0,12,256.0,2017
1869,384.99,1.0,224587.0,99.2,2.0,15,128.0,2019
1870,169.99,5.0,67994.0,100.0,2.0,8,16.0,2015
1871,489.0,4.0,21988.0,99.8,3.0,16,64.0,2020
1872,999.0,6.0,410.0,100.0,0.0,17,128.0,2021
1874,613.99,1.0,54735.0,99.4,3.0,17,177.7258064516129,2021
1875,63.0,3.0,21988.0,99.8,3.0,7,16.0,2014
1876,849.95,5.0,25277.0,100.0,2.0,17,128.0,2021
1877,49.0,1.0,646.0,96.2,2.0,8,64.0,2015
1879,223.55,5.0,14797.0,99.6,2.0,11,64.0,2017
1880,190.95,2.0,82193.0,98.4,3.0,13,64.0,2018
1881,100.0,1.0,3.0,100.0,0.0,8,64.0,2015
1882,249.99,3.0,1774.0,100.0,2.0,13,64.0,2018
1883,249.0,6.0,239.0,100.0,0.0,11,64.0,2017
1884,209.99,1.0,121483.0,99.9,3.0,13,64.0,2018
1885,114.99,1.0,1411.0,97.7,2.0,11,64.0,2017
1886,999.99,5.0,5677.0,99.5,0.0,17,128.0,2021
1887,165.0,0.0,889.0,94.8,2.0,12,64.0,2017
1888,100.0,0.0,7410.0,98.5,0.0,10,32.0,2016
1889,299.0,1.0,494.0,100.0,0.0,14,256.0,2018
1890,184.95,5.0,25277.0,100.0,2.0,11,64.0,2017
1891,650.0,5.0,4.0,100.0,0.0,15,256.0,2019
1892,109.0,1.0,21988.0,99.8,3.0,10,32.0,2016
1893,740.0,1.0,80245.0,99.7,2.0,16,128.0,2020
1894,261.99,1.0,48910.0,98.9,2.0,12,140.52173913043478,2017
1895,189.99,3.0,1774.0,100.0,2.0,11,64.0,2017
1896,78.0,1.0,4130.0,99.2,2.0,10,32.0,2016
1897,180.0,1.0,7410.0,98.5,2.0,14,64.0,2018
1898,78.0,1.0,4130.0,99.2,2.0,10,32.0,2016
1899,180.0,1.0,7410.0,98.5,2.0,14,64.0,2018
1901,299.99,1.0,156.0,100.0,2.0,13,64.0,2018
1902,89.99,3.0,119432.0,99.3,2.0,8,64.0,2015
1903,6.99,6.0,412.0,96.0,2.0,15,124.43806104129264,2019
1904,95.0,1.0,12.0,100.0,0.0,10,32.0,2016
1905,59.95,1.0,2.0,100.0,0.0,8,32.0,2015
1907,63.99,1.0,12318.0,100.0,2.0,7,16.0,2014
1908,209.99,1.0,154477.0,98.0,2.0,12,256.0,2017
1909,560.0,1.0,36.0,100.0,0.0,16,128.0,2020
1910,319.95,1.0,82193.0,98.4,3.0,15,64.0,2019
1911,349.99,5.0,152414.0,100.0,2.0,15,64.0,2019
1912,52.76,1.0,136771.0,98.8,2.0,7,16.0,2014
1913,162.0,1.0,136771.0,98.8,2.0,13,64.0,2018
1914,149.99,2.0,10647.0,98.9,2.0,11,64.0,2017
1915,67.95,1.0,127726.0,95.6,2.0,8,16.0,2015
1916,244.99,1.0,54735.0,99.4,3.0,13,64.0,2018
1917,239.99,2.0,122213.0,100.0,2.0,12,256.0,2017
1918,249.99,1.0,122213.0,100.0,2.0,13,64.0,2018
1920,152.99,1.0,30470.0,99.9,2.0,8,56.774193548387096,2015
1921,839.99,1.0,28707.0,100.0,2.0,17,128.0,2021
1922,317.99,1.0,54735.0,99.4,3.0,16,64.0,2020
1923,395.99,1.0,54735.0,99.4,3.0,14,256.0,2018
1924,55.0,1.0,249.0,100.0,0.0,7,16.0,2014
1925,189.99,6.0,7.0,100.0,0.0,9,64.0,2016
1926,22.64,6.0,1569.0,96.0,3.0,14,177.84242424242424,2018
1927,109.0,1.0,1147.0,99.7,2.0,10,32.0,2016
1928,123.95,4.0,82193.0,98.4,3.0,10,32.0,2016
1929,94.95,4.0,82193.0,98.4,3.0,7,16.0,2014
1930,159.0,2.0,157792.0,98.9,2.0,11,64.0,2017
1932,113.98,1.0,8400.0,100.0,2.0,11,64.0,2017
1933,729.99,1.0,54735.0,99.4,3.0,16,256.0,2020
1934,229.99,3.0,11546.0,98.9,2.0,9,65.08936170212766,2016
1935,199.99,2.0,513.0,96.7,2.0,10,256.0,2016
1936,545.0,5.0,3407.0,100.0,2.0,16,64.0,2020
1937,11.39,6.0,374.0,98.2,2.0,9,65.08936170212766,2016
1938,79.95,1.0,19529.0,99.6,2.0,10,32.0,2016
1939,199.99,3.0,1774.0,100.0,2.0,9,64.0,2016
1940,184.99,2.0,131288.0,99.6,2.0,9,64.0,2016
1943,69.99,1.0,11046.0,99.9,2.0,7,32.0,2014
1944,236.99,2.0,54735.0,99.4,3.0,12,64.0,2017
1946,676.4,1.0,1347.0,100.0,2.0,17,256.0,2021
1947,810.0,1.0,21988.0,99.8,3.0,16,256.0,2020
1948,49.99,1.0,3351.0,98.1,0.0,6,32.0,2013
1949,629.0,2.0,8382.0,99.5,3.0,16,128.0,2020
1952,258.99,1.0,14.0,100.0,0.0,13,64.0,2018
1953,589.99,5.0,43976.0,99.0,2.0,16,64.0,2020
1954,67.0,4.0,21988.0,99.8,3.0,7,16.0,2014
1955,555.0,0.0,1685.0,100.0,2.0,17,128.0,2021
1957,629.99,4.0,43976.0,99.0,2.0,15,124.43806104129264,2019
1958,30.99,1.0,35681.0,98.6,2.0,6,16.0,2013
1959,259.98,1.0,7733.0,99.2,2.0,14,256.0,2018
1960,77.95,4.0,82193.0,98.4,3.0,7,16.0,2014
1961,89.0,0.0,557.0,98.4,0.0,10,32.0,2016
1962,70.0,1.0,24.0,100.0,0.0,7,16.0,2014
1963,819.0,5.0,2.0,100.0,3.0,16,256.0,2020
1964,260.0,0.0,95.0,96.5,0.0,15,64.0,2019
1965,92.99,1.0,3351.0,98.1,0.0,9,32.0,2016
1967,96.95,1.0,5029.0,99.8,2.0,10,32.0,2016
1968,1.0,6.0,22.0,100.0,0.0,17,177.7258064516129,2021
1969,75.0,1.0,3802.0,99.2,0.0,10,32.0,2016
1970,299.95,1.0,32905.0,98.8,2.0,14,64.0,2018
1971,80.99,1.0,47567.0,98.3,3.0,7,64.0,2014
1972,285.99,2.0,54735.0,99.4,3.0,14,64.0,2018
1973,394.99,6.0,18826.0,99.8,2.0,14,64.0,2018
1974,149.99,1.0,40659.0,97.2,2.0,13,64.0,2018
1975,31.94,6.0,1569.0,96.0,3.0,10,78.54110612855007,2016
1976,213.7,1.0,136771.0,98.8,2.0,15,64.0,2019
1977,399.99,6.0,23.0,100.0,0.0,15,64.0,2019
1978,152.98,1.0,8400.0,100.0,2.0,12,256.0,2017
1979,149.98,1.0,154477.0,98.0,0.0,10,32.0,2016
1980,638.0,1.0,21988.0,99.8,3.0,17,128.0,2021
1981,129.0,1.0,1.0,100.0,0.0,11,256.0,2017
1983,309.69,6.0,86.0,95.9,2.0,11,64.0,2017
1985,209.99,5.0,122213.0,100.0,2.0,9,64.0,2016
1986,59.99,1.0,3351.0,98.1,0.0,6,32.0,2013
1987,6.99,6.0,1439.0,95.6,2.0,12,140.52173913043478,2017
1988,250.0,0.0,889.0,94.8,2.0,15,64.0,2019
1989,479.0,5.0,3407.0,100.0,2.0,15,124.43806104129264,2019
1990,305.99,4.0,3099286.0,98.8,2.0,9,256.0,2016
1991,208.99,1.0,7165.0,100.0,2.0,13,64.0,2018
1992,14.5,1.0,2377.0,98.5,0.0,3,16.0,2011
1993,39.99,1.0,2870.0,100.0,0.0,7,16.0,2014
1994,85.95,3.0,332290.0,98.4,3.0,8,32.0,2015
1995,209.95,1.0,2414.0,98.3,2.0,13,64.0,2018
1997,134.95,3.0,332290.0,98.4,3.0,8,64.0,2015
1998,532.95,3.0,332290.0,98.4,3.0,15,64.0,2019
2000,210.0,5.0,49.0,100.0,0.0,9,64.0,2016
2001,617.99,1.0,54735.0,99.4,3.0,16,138.7663551401869,2020
2002,124.99,5.0,119432.0,99.3,2.0,10,32.0,2016
2003,330.0,1.0,17.0,100.0,0.0,15,64.0,2019
2004,219.0,1.0,725.0,98.2,0.0,14,256.0,2018
2005,350.0,6.0,67.0,100.0,0.0,15,64.0,2019
2006,790.0,1.0,17813.0,100.0,2.0,16,256.0,2020
2007,607.98,1.0,28707.0,100.0,2.0,17,128.0,2021
2009,80.99,1.0,106283.0,97.9,2.0,7,128.0,2014
2010,245.0,1.0,1.0,100.0,0.0,13,64.0,2018
2011,260.0,1.0,47.0,100.0,0.0,14,64.0,2018
2012,114.99,2.0,3099286.0,98.8,2.0,10,128.0,2016
2013,16.99,1.0,2377.0,98.5,0.0,3,16.0,2011
2014,390.0,5.0,668.0,100.0,0.0,15,64.0,2019
2015,75.0,0.0,557.0,98.4,0.0,7,16.0,2014
2016,514.99,0.0,54735.0,99.4,3.0,16,128.0,2020
2017,697.4,1.0,1347.0,100.0,2.0,17,256.0,2021
2018,169.99,1.0,54735.0,99.4,3.0,10,256.0,2016
2019,130.0,1.0,254.0,100.0,2.0,7,64.0,2014
2020,277.95,1.0,103304.0,99.3,2.0,12,256.0,2017
2021,24.48,1.0,2928.0,95.8,2.0,1,8.0,2009
2022,419.99,5.0,43976.0,99.0,2.0,15,64.0,2019
2023,156.99,1.0,54735.0,99.4,3.0,11,64.0,2017
2024,144.98,1.0,7733.0,99.2,2.0,11,256.0,2017
2025,375.0,1.0,1576.0,100.0,0.0,13,64.0,2018
2027,299.98,1.0,154477.0,98.0,0.0,14,256.0,2018
2028,92.0,1.0,21988.0,99.8,3.0,7,16.0,2014
2029,259.99,1.0,10941.0,87.4,2.0,14,177.84242424242424,2018
2030,839.95,6.0,25277.0,100.0,2.0,15,256.0,2019
2031,697.99,1.0,9797.0,100.0,2.0,17,128.0,2021
2033,119.99,1.0,27605.0,96.8,3.0,7,16.0,2014
2035,329.95,5.0,25277.0,100.0,2.0,13,64.0,2018
2036,200.0,1.0,37.0,100.0,0.0,9,64.0,2016
2037,333.99,1.0,5425.0,100.0,2.0,15,64.0,2019
2038,38.99,1.0,3351.0,98.1,0.0,6,32.0,2013
2039,200.0,1.0,37.0,100.0,0.0,9,64.0,2016
2040,219.99,5.0,6904.0,99.9,3.0,11,256.0,2017
2041,112.0,4.0,21988.0,99.8,3.0,10,32.0,2016
2042,11.39,6.0,351.0,98.6,2.0,11,92.72343149807938,2017
2043,193.99,3.0,54735.0,99.4,3.0,9,65.08936170212766,2016
2046,169.99,3.0,1774.0,100.0,2.0,10,32.0,2016
2047,584.95,3.0,332290.0,98.4,3.0,15,256.0,2019
2048,257.99,4.0,54735.0,99.4,3.0,13,64.0,2018
2049,32.74,6.0,1569.0,96.0,3.0,11,92.72343149807938,2017
2050,149.99,0.0,29.0,100.0,0.0,15,64.0,2019
2051,65.76,1.0,136771.0,98.8,2.0,8,64.0,2015
2052,26.96,0.0,136771.0,98.8,2.0,8,32.0,2015
2053,22.64,6.0,1600.0,97.2,3.0,10,78.54110612855007,2016
2054,99.99,4.0,121483.0,99.9,3.0,8,64.0,2015
2055,86.99,2.0,54735.0,99.4,3.0,8,16.0,2015
2056,2.0,6.0,612.0,98.9,0.0,17,177.7258064516129,2021
2057,432.99,2.0,54735.0,99.4,3.0,15,64.0,2019
2058,134.99,0.0,690.0,98.3,0.0,15,64.0,2019
2059,222.88,6.0,168.0,97.1,2.0,8,64.0,2015
2060,617.99,1.0,54735.0,99.4,3.0,16,138.7663551401869,2020
2061,135.99,3.0,47567.0,98.3,3.0,11,64.0,2017
2062,226.99,1.0,54735.0,99.4,3.0,13,64.0,2018
2063,131.57,0.0,136771.0,98.8,2.0,13,64.0,2018
2064,135.99,2.0,3099288.0,98.8,2.0,9,128.0,2016
2065,269.98,0.0,28707.0,100.0,2.0,14,64.0,2018
2066,209.99,2.0,1938.0,99.4,2.0,10,256.0,2016
2067,25.0,0.0,846.0,96.5,0.0,7,64.0,2014
2068,309.99,6.0,95.0,96.6,2.0,11,64.0,2017
2069,525.99,1.0,54735.0,99.4,3.0,16,64.0,2020
2070,498.95,5.0,25277.0,100.0,2.0,15,64.0,2019
2072,104.99,1.0,54735.0,99.4,3.0,8,64.0,2015
2073,649.99,3.0,2.0,100.0,2.0,16,128.0,2020
2074,171.0,1.0,21988.0,99.8,3.0,9,64.0,2016
2075,122.99,1.0,54735.0,99.4,3.0,10,32.0,2016
2076,60.0,2.0,21988.0,99.8,3.0,7,32.0,2014
2077,349.98,1.0,7097.0,100.0,2.0,13,89.74946921443737,2018
2078,22.99,6.0,615.0,98.2,2.0,17,177.7258064516129,2021
2079,305.59,6.0,190.0,98.6,2.0,11,64.0,2017
2081,222.88,6.0,168.0,97.1,2.0,8,64.0,2015
2082,135.0,3.0,8382.0,99.5,3.0,11,64.0,2017
2085,165.0,1.0,718.0,100.0,2.0,11,92.72343149807938,2017
2086,135.0,0.0,10.0,100.0,0.0,11,64.0,2017
2087,894.95,4.0,332290.0,98.4,3.0,16,128.0,2020
2088,233.99,3.0,54735.0,99.4,3.0,11,64.0,2017
2089,294.99,3.0,60631.0,100.0,2.0,15,64.0,2019
2091,320.0,1.0,356222.0,97.1,2.0,15,64.0,2019
2093,305.59,6.0,190.0,98.6,2.0,11,64.0,2017
2094,179.99,3.0,121483.0,99.9,3.0,10,128.0,2016
2095,68.99,1.0,54735.0,99.4,3.0,7,16.0,2014
2096,358.88,1.0,16414.0,98.8,2.0,15,64.0,2019
2097,49.99,0.0,2840.0,100.0,2.0,8,16.0,2015
2100,40.99,1.0,35681.0,98.6,2.0,7,32.0,2014
2101,189.95,1.0,103304.0,99.3,2.0,11,256.0,2017
2102,819.99,1.0,28707.0,100.0,2.0,17,128.0,2021
2103,349.0,5.0,3407.0,100.0,2.0,13,256.0,2018
2104,188.0,1.0,21988.0,99.8,3.0,13,64.0,2018
2105,229.99,2.0,131289.0,99.6,2.0,13,64.0,2018
2106,394.95,6.0,25277.0,100.0,2.0,14,64.0,2018
2107,449.88,6.0,168.0,97.1,2.0,13,128.0,2018
2108,224.99,1.0,121483.0,99.9,0.0,13,256.0,2018
2109,139.99,1.0,27605.0,96.8,3.0,8,64.0,2015
2110,150.0,3.0,8382.0,99.5,3.0,11,64.0,2017
2111,279.0,0.0,26968.0,99.2,2.0,15,512.0,2019
2112,190.0,1.0,5146.0,99.3,2.0,12,64.0,2017
2113,1.0,5.0,131289.0,99.6,2.0,17,128.0,2021
2114,419.0,6.0,9913.0,97.5,2.0,14,64.0,2018
2115,150.0,5.0,5.0,100.0,0.0,8,64.0,2015
2116,634.99,1.0,39862.0,99.2,2.0,15,124.43806104129264,2019
2117,429.95,1.0,82193.0,98.4,3.0,15,256.0,2019
2118,599.0,6.0,438.0,97.9,0.0,16,128.0,2020
2119,49.99,1.0,52.0,100.0,0.0,7,64.0,2014
2120,217.0,4.0,21988.0,99.8,3.0,9,64.0,2016
2121,330.0,4.0,21988.0,99.8,3.0,14,64.0,2018
2124,121.98,1.0,28707.0,100.0,2.0,7,128.0,2014
2125,244.99,1.0,224587.0,99.2,2.0,14,64.0,2018
2126,121.98,1.0,28707.0,100.0,2.0,7,128.0,2014
2127,244.99,1.0,224587.0,99.2,2.0,14,64.0,2018
2128,219.89,3.0,149688.0,99.7,2.0,11,64.0,2017
2129,119.99,5.0,17921.0,99.0,2.0,8,64.0,2015
2130,49.99,1.0,52.0,100.0,0.0,7,64.0,2014
2131,49.99,1.0,54735.0,99.4,3.0,8,32.0,2015
2132,217.0,4.0,21988.0,99.8,3.0,9,64.0,2016
2133,330.0,4.0,21988.0,99.8,3.0,14,64.0,2018
2136,879.99,1.0,54735.0,99.4,3.0,17,177.7258064516129,2021
2138,300.0,0.0,18.0,80.0,0.0,15,256.0,2019
2139,85.0,1.0,6.0,100.0,0.0,7,64.0,2014
2140,324.99,1.0,2029.0,98.6,2.0,15,64.0,2019
2141,68.37,1.0,136771.0,98.8,2.0,7,16.0,2014
2142,200.0,1.0,69.0,100.0,2.0,14,64.0,2018
2143,129.99,1.0,154477.0,98.0,0.0,11,64.0,2017
2144,365.59,6.0,190.0,98.6,2.0,11,256.0,2017
2146,199.95,4.0,332290.0,98.4,3.0,10,32.0,2016
